path,campaign,rows,n_columns,size_kb,mtime,config_sidecar,has_splits_hash,has_coordinate,status_counts
s1_fixseed/s1_taiwan_1_perf.parquet,s1_fixseed,60,12,8.9,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_2_cuts.parquet,s1_fixseed,69,13,9.1,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_2_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_3_cuts.parquet,s1_fixseed,69,13,9.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_3_perf.parquet,s1_fixseed,60,12,8.9,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_4_cuts.parquet,s1_fixseed,69,13,9.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_4_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_noot/s1_adult_0_cuts.parquet,s1_noot,12,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_0_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_1_cuts.parquet,s1_noot,12,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_1_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_2_cuts.parquet,s1_noot,12,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_2_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_3_cuts.parquet,s1_noot,12,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_3_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_4_cuts.parquet,s1_noot,12,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_adult_4_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_0_cuts.parquet,s1_noot,14,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_0_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_1_cuts.parquet,s1_noot,14,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_1_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_2_cuts.parquet,s1_noot,14,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_2_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_3_cuts.parquet,s1_noot,14,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_3_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_4_cuts.parquet,s1_noot,14,13,7.9,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_german_4_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_0_cuts.parquet,s1_noot,20,13,8.0,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_0_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_1_cuts.parquet,s1_noot,20,13,8.0,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_1_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_2_cuts.parquet,s1_noot,20,13,8.0,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_2_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_3_cuts.parquet,s1_noot,20,13,8.0,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_3_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_4_cuts.parquet,s1_noot,20,13,8.0,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_gmsc_4_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_0_cuts.parquet,s1_noot,46,13,8.4,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_0_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_1_cuts.parquet,s1_noot,46,13,8.4,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_1_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_2_cuts.parquet,s1_noot,46,13,8.4,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_2_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_3_cuts.parquet,s1_noot,46,13,8.4,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_3_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_4_cuts.parquet,s1_noot,46,13,8.4,2026-07-30T17:03:07,True,False,False,
s1_noot/s1_taiwan_4_perf.parquet,s1_noot,40,12,8.2,2026-07-30T17:03:07,True,False,False,
spikesel_v2/spikesel_synthetic-spike3_0.parquet,spikesel_v2,90,11,7.8,2026-08-02T18:14:37,True,False,False,
surv/surv_0_perf.parquet,surv,9,10,6.2,2026-07-17T16:05:16,False,False,False,
surv/surv_0_stab.parquet,surv,3,5,3.3,2026-07-17T16:05:16,False,False,False,
surv/surv_1_perf.parquet,surv,9,10,6.2,2026-07-17T16:05:16,False,False,False,
surv/surv_1_stab.parquet,surv,3,5,3.3,2026-07-17T16:05:16,False,False,False,
surv/surv_2_perf.parquet,surv,9,10,6.2,2026-07-17T16:05:16,False,False,False,
surv/surv_2_stab.parquet,surv,3,5,3.3,2026-07-17T16:05:16,False,False,False,
surv/surv_3_perf.parquet,surv,9,10,6.2,2026-07-17T16:05:16,False,False,False,
surv/surv_3_stab.parquet,surv,3,5,3.3,2026-07-17T16:05:16,False,False,False,
surv/surv_4_perf.parquet,surv,9,10,6.2,2026-07-17T16:05:16,False,False,False,
surv/surv_4_stab.parquet,surv,3,5,3.3,2026-07-17T16:05:16,False,False,False,
surv2/surv_0_perf.parquet,surv2,9,10,6.2,2026-07-17T16:13:59,False,False,False,
surv2/surv_0_stab.parquet,surv2,3,5,3.3,2026-07-17T16:13:59,False,False,False,
surv2/surv_1_perf.parquet,surv2,9,10,6.2,2026-07-17T16:13:59,False,False,False,
surv2/surv_1_stab.parquet,surv2,3,5,3.3,2026-07-17T16:13:59,False,False,False,
surv2/surv_2_perf.parquet,surv2,9,10,6.2,2026-07-17T16:13:59,False,False,False,
surv2/surv_2_stab.parquet,surv2,3,5,3.3,2026-07-17T16:13:59,False,False,False,
surv2/surv_3_perf.parquet,surv2,9,10,6.2,2026-07-17T16:13:59,False,False,False,
surv2/surv_3_stab.parquet,surv2,3,5,3.3,2026-07-17T16:13:59,False,False,False,
surv2/surv_4_perf.parquet,surv2,9,10,6.2,2026-07-17T16:13:59,False,False,False,
surv2/surv_4_stab.parquet,surv2,3,5,3.3,2026-07-17T16:13:59,False,False,False,
tok/tok_adult_0.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_adult_1.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_adult_2.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_adult_3.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_adult_4.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_gmsc_0.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_gmsc_1.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_gmsc_2.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_gmsc_3.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_gmsc_4.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_higgs-small_0.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_higgs-small_1.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_higgs-small_2.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_higgs-small_3.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok/tok_higgs-small_4.parquet,tok,12,9,5.7,2026-07-17T02:21:23,False,False,False,
tok2/tok_adult_0.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_adult_1.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_adult_2.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_adult_3.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_adult_4.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_gmsc_0.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_gmsc_1.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_gmsc_2.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_gmsc_3.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_gmsc_4.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_higgs-small_0.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_higgs-small_1.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_higgs-small_2.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_higgs-small_3.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tok2/tok_higgs-small_4.parquet,tok2,12,9,5.7,2026-07-17T04:16:27,False,False,False,
tune/tune_california_0.parquet,tune,40,12,9.5,2026-07-29T15:51:12,False,False,False,
tune/tune_california_0_trials.parquet,tune,400,7,8.1,2026-07-29T15:51:12,False,False,False,
tune/tune_gesture_0.parquet,tune,40,12,9.2,2026-07-29T15:51:12,False,False,False,
tune/tune_gesture_0_trials.parquet,tune,400,7,6.4,2026-07-29T15:51:12,False,False,False,
tune_ca_fix/tune_california_0.parquet,tune_ca_fix,10,12,8.4,2026-07-29T16:28:28,False,False,False,
tune_ca_fix/tune_california_0_trials.parquet,tune_ca_fix,100,7,5.4,2026-07-29T16:28:28,False,False,False,
tune_lgbm/tune_california_0.parquet,tune_lgbm,5,12,8.1,2026-07-29T16:48:02,False,False,False,
tune_lgbm/tune_california_0_trials.parquet,tune_lgbm,50,7,4.9,2026-07-29T16:48:02,False,False,False,
tune_lgbm/tune_gesture_0.parquet,tune_lgbm,5,12,8.1,2026-07-29T16:48:02,False,False,False,
tune_lgbm/tune_gesture_0_trials.parquet,tune_lgbm,50,7,4.7,2026-07-29T16:48:02,False,False,False,
tune_suite/tune_churn_0.parquet,tune_suite,45,12,10.0,2026-07-29T19:29:39,False,False,False,
tune_suite/tune_churn_0_trials.parquet,tune_suite,450,7,8.5,2026-07-29T19:29:39,False,False,False,
tune_suite/tune_house16h_0.parquet,tune_suite,45,12,10.1,2026-07-29T19:29:39,False,False,False,
tune_suite/tune_house16h_0_trials.parquet,tune_suite,450,7,8.6,2026-07-29T19:29:39,False,False,False,
w1tau/w1tau_german_rank_0.parquet,w1tau,1120,19,27.5,2026-08-02T18:14:37,True,True,True,"{""INFEASIBLE"": 60, ""OPTIMAL"": 1060}"
w1tau/w1tau_gmsc_rank_0.parquet,w1tau,1600,19,33.4,2026-08-02T18:14:37,True,True,True,"{""INFEASIBLE"": 76, ""OPTIMAL"": 1524}"
w1tau/w1tau_hmeq_rank_0.parquet,w1tau,1600,19,33.2,2026-08-02T18:14:37,True,True,True,"{""INFEASIBLE"": 80, ""OPTIMAL"": 1520}"
w1tau/w1tau_taiwan_rank_0.parquet,w1tau,3680,19,70.5,2026-08-02T18:14:37,True,True,True,"{""INFEASIBLE"": 266, ""OPTIMAL"": 3414}"
